NRLMLS NS
[[ -74. -116.] [ -70. -112.]],RandomForestClassifier,0.7740211841068827
[[ -74. -112.] [ -70. -108.]],RandomForestClassifier,0.7460397825523929
[[ -74. -108.] [ -70. -104.]],RandomForestClassifier,0.6930209917151138
[[ -74. -104.] [ -70. -100.]],RandomForestClassifier,0.6742241943502462
[[ -74. -100.] [ -70.  -96.]],RandomForestClassifier,0.5840596772050834
[[-74. -96.] [-70. -92.]],RandomForestClassifier,0.7547155039759212
[[-74. -92.] [-70. -88.]],RandomForestClassifier,0.7433100106186521
[[-74. -88.] [-70. -84.]],GradientBoostingClassifier,0.8595106582822922
[[-74. -84.] [-70. -80.]],BaggingClassifier,0.865621831733779
[[-74. -80.] [-70. -76.]],GradientBoostingClassifier,0.8652395842905879
[[-74. -76.] [-70. -72.]],VotingClassifier,0.9979140534464126
[[-74. -72.] [-70. -68.]],BaggingClassifier,1.0
[[-74. -68.] [-70. -64.]],NULL,LAND
[[-74. -64.] [-70. -60.]],BaggingClassifier,0.6641298725169694
[[-74. -60.] [-70. -56.]],RandomForestClassifier,0.873996388317465
[[-74. -56.] [-70. -52.]],RandomForestClassifier,0.87236335904868
[[-74. -52.] [-70. -48.]],RandomForestClassifier,0.8350361154982737
[[-74. -48.] [-70. -44.]],RandomForestClassifier,0.8068742364652854
[[-74. -44.] [-70. -40.]],RandomForestClassifier,0.7952663112386152
[[-74. -40.] [-70. -36.]],RandomForestClassifier,0.7202540337994304
[[-74. -36.] [-70. -32.]],RandomForestClassifier,0.7356776922538598
[[-74. -32.] [-70. -28.]],RandomForestClassifier,0.7119552079501819
[[-74. -28.] [-70. -24.]],RandomForestClassifier,0.6309185749001055
[[-74. -24.] [-70. -20.]],BaggingClassifier,0.547742593801353
[[-74. -20.] [-70. -16.]],RandomForestClassifier,0.5042500597600341
[[-74. -16.] [-70. -12.]],RandomForestClassifier,0.5286044066882395
[[-74. -12.] [-70.  -8.]],RandomForestClassifier,0.6256033249320568
[[-74.  -8.] [-70.  -4.]],BaggingClassifier,0.755371333750786
[[-74.  -4.] [-70.   0.]],RandomForestClassifier,0.9253810087685641
[[-74.   0.] [-70.   4.]],RandomForestClassifier,0.938509431181845
[[-74.   4.] [-70.   8.]],BaggingClassifier,1.0
[[-74.   8.] [-70.  12.]],BaggingClassifier,1.0
[[-74.  12.] [-70.  16.]],BaggingClassifier,1.0
[[-74.  16.] [-70.  20.]],RandomForestClassifier,0.9453463203463205
[[-74.  20.] [-70.  24.]],RandomForestClassifier,0.8524097062656043
[[-74.  24.] [-70.  28.]],MLPClassifier,0.9152576558301749
[[-74.  28.] [-70.  32.]],DecisionTreeClassifier,0.956878306878307
[[-74.  32.] [-70.  36.]],NULL,LAND
[[-74.  36.] [-70.  40.]],NULL,LAND
[[-74.  40.] [-70.  44.]],NULL,LAND
[[-74.  44.] [-70.  48.]],NULL,LAND
[[-74.  48.] [-70.  52.]],NULL,LAND
[[-74.  52.] [-70.  56.]],NULL,LAND
[[-74.  56.] [-70.  60.]],NULL,LAND
[[-74.  60.] [-70.  64.]],NULL,LAND
[[-74.  64.] [-70.  68.]],NULL,LAND
[[-74.  68.] [-70.  72.]],QuadraticDiscriminantAnalysis,0.9863000225810763
[[-74.  72.] [-70.  76.]],BaggingClassifier,1.0
[[-74.  76.] [-70.  80.]],NULL,LAND
[[-74.  80.] [-70.  84.]],NULL,LAND
[[-74.  84.] [-70.  88.]],NULL,LAND
[[-74.  88.] [-70.  92.]],NULL,LAND
[[-74.  92.] [-70.  96.]],NULL,LAND
[[-74.  96.] [-70. 100.]],NULL,LAND
[[-74. 100.] [-70. 104.]],NULL,LAND
[[-74. 104.] [-70. 108.]],NULL,LAND
[[-74. 108.] [-70. 112.]],NULL,LAND
[[-74. 112.] [-70. 116.]],NULL,LAND
[[-74. 116.] [-70. 120.]],NULL,LAND
[[-74. 120.] [-70. 124.]],NULL,LAND
[[-74. 124.] [-70. 128.]],NULL,LAND
[[-74. 128.] [-70. 132.]],NULL,LAND
[[-74. 132.] [-70. 136.]],NULL,LAND
[[-74. 136.] [-70. 140.]],NULL,LAND
[[-74. 140.] [-70. 144.]],NULL,LAND
[[-74. 144.] [-70. 148.]],NULL,LAND
[[-74. 148.] [-70. 152.]],NULL,LAND
[[-74. 152.] [-70. 156.]],NULL,LAND
[[-74. 156.] [-70. 160.]],NULL,LAND
[[-74. 160.] [-70. 164.]],RandomForestClassifier,0.9894736842105264
[[-74. 164.] [-70. 168.]],BaggingClassifier,0.6577730821306884
[[-74. 168.] [-70. 172.]],RandomForestClassifier,0.563833223903077
[[-74. 172.] [-70. 176.]],RandomForestClassifier,0.6676415832403453
[[-74. 176.] [-70. 180.]],RandomForestClassifier,0.46696490161790355
[[ -70. -180.] [ -66. -176.]],BaggingClassifier,0.3205303890159812
[[ -70. -176.] [ -66. -172.]],RandomForestClassifier,0.3985283036131768
[[ -70. -172.] [ -66. -168.]],BaggingClassifier,0.5356080805631399
[[ -70. -168.] [ -66. -164.]],RandomForestClassifier,0.5909210430648034
[[ -70. -164.] [ -66. -160.]],RandomForestClassifier,0.4181978237519446
[[ -70. -160.] [ -66. -156.]],RandomForestClassifier,0.41787849243928943
[[ -70. -156.] [ -66. -152.]],RandomForestClassifier,0.5136776784523011
[[ -70. -152.] [ -66. -148.]],RandomForestClassifier,0.5504607049167988
[[ -70. -148.] [ -66. -144.]],RandomForestClassifier,0.47248107948267715
[[ -70. -144.] [ -66. -140.]],RandomForestClassifier,0.5098782660065684
[[ -70. -140.] [ -66. -136.]],RandomForestClassifier,0.6415439493434216
[[ -70. -136.] [ -66. -132.]],RandomForestClassifier,0.6329957141798402
[[ -70. -132.] [ -66. -128.]],VotingClassifier,0.5149497653205312
[[ -70. -128.] [ -66. -124.]],BaggingClassifier,0.560008462336818
[[ -70. -124.] [ -66. -120.]],RandomForestClassifier,0.4543484482157658
[[ -70. -120.] [ -66. -116.]],RandomForestClassifier,0.5588540954911717
[[ -70. -116.] [ -66. -112.]],RandomForestClassifier,0.634892710895409
[[ -70. -112.] [ -66. -108.]],RandomForestClassifier,0.5811207656411332
[[ -70. -108.] [ -66. -104.]],BaggingClassifier,0.5246016221020772
[[ -70. -104.] [ -66. -100.]],DecisionTreeClassifier,0.680857966777481
[[ -70. -100.] [ -66.  -96.]],RandomForestClassifier,0.6876293021083301
[[-70. -96.] [-66. -92.]],RandomForestClassifier,0.5311892118221508
[[-70. -92.] [-66. -88.]],RandomForestClassifier,0.4734341697790234
[[-70. -88.] [-66. -84.]],RandomForestClassifier,0.675327507255953
[[-70. -84.] [-66. -80.]],RandomForestClassifier,0.6320800335666241
[[-70. -80.] [-66. -76.]],BaggingClassifier,0.5017731467422932
[[-70. -76.] [-66. -72.]],RandomForestClassifier,0.5397413875880974
[[-70. -72.] [-66. -68.]],RandomForestClassifier,0.5892450358862373
[[-70. -68.] [-66. -64.]],BaggingClassifier,0.48571220799749426
[[-70. -64.] [-66. -60.]],BaggingClassifier,0.5734134942272274
[[-70. -60.] [-66. -56.]],GradientBoostingClassifier,0.7612605762540191
[[-70. -56.] [-66. -52.]],RandomForestClassifier,0.7299650619795869
[[-70. -52.] [-66. -48.]],RandomForestClassifier,0.657220425921573
[[-70. -48.] [-66. -44.]],RandomForestClassifier,0.635568806545014
[[-70. -44.] [-66. -40.]],RandomForestClassifier,0.7997821039395241
[[-70. -40.] [-66. -36.]],DecisionTreeClassifier,0.8049059926503725
[[-70. -36.] [-66. -32.]],DecisionTreeClassifier,0.7976425481127511
